customer_id,open_rate,click_rate,purchase_rate,unsubscribed
CUST01395,0.04,0.02,0.01,0
CUST01396,0.29,0.11,0.07,0
CUST01397,0.06,0.02,0.01,0
CUST01398,0.68,0.25,0.09,0
CUST01399,0.5,0.11,0.08,0
CUST01400,0.32,0.13,0.08,0
CUST01401,0.24,0.07,0.03,0
CUST01402,0.47,0.26,0.15,1
CUST01403,0.15,0.09,0.06,0
CUST01404,0.18,0.04,0.03,1
CUST01405,0.49,0.19,0.11,0
CUST01406,0.28,0.09,0.07,0
CUST01407,0.28,0.09,0.04,0
CUST01408,0.41,0.22,0.13,0
CUST01409,0.08,0.03,0.02,0
CUST01410,0.16,0.09,0.06,0
CUST01411,0.24,0.14,0.06,0
CUST01412,0.23,0.14,0.04,0
CUST01413,0.29,0.08,0.03,0
CUST01414,0.31,0.1,0.07,0
CUST01415,0.27,0.07,0.02,0
CUST01416,0.03,0.01,0.01,0
CUST01417,0.36,0.18,0.13,0
CUST01418,0.22,0.13,0.07,0
CUST01419,0.18,0.07,0.05,0
CUST01420,0.19,0.05,0.03,0
CUST01421,0.36,0.17,0.1,0
CUST01422,0.41,0.21,0.13,0
CUST01423,0.33,0.17,0.1,0
CUST01424,0.03,0.01,0.01,0
CUST01425,0.55,0.22,0.14,0
CUST01426,0.45,0.23,0.08,0
CUST01427,0.11,0.04,0.01,0
CUST01428,0.11,0.05,0.03,0
CUST01429,0.59,0.22,0.15,0
CUST01430,0.43,0.11,0.08,0
CUST01431,0.35,0.14,0.07,0
CUST01432,0.34,0.15,0.08,1
CUST01433,0.13,0.04,0.02,0
CUST01434,0.63,0.35,0.2,0
CUST01435,0.34,0.19,0.08,0
CUST01436,0.07,0.04,0.02,0
CUST01437,0.28,0.1,0.05,0
CUST01438,0.26,0.12,0.07,0
CUST01439,0.37,0.14,0.1,0
CUST01440,0.37,0.19,0.09,0
CUST01441,0.55,0.31,0.17,0
CUST01442,0.22,0.11,0.08,0
CUST01443,0.62,0.32,0.23,0
CUST01444,0.42,0.17,0.06,0
CUST01445,0.3,0.1,0.06,0
CUST01446,0.05,0.01,0.01,0
CUST01447,0.19,0.09,0.05,0
CUST01448,0.22,0.09,0.03,0
CUST01449,0.2,0.1,0.04,0
CUST01450,0.41,0.16,0.09,0
CUST01451,0.14,0.07,0.05,0
CUST01452,0.59,0.19,0.15,0
CUST01453,0.23,0.05,0.03,0
CUST01454,0.35,0.2,0.12,0
CUST01455,0.46,0.18,0.08,0
CUST01456,0.07,0.04,0.02,0
CUST01457,0.21,0.07,0.02,0
CUST01458,0.25,0.08,0.05,0
CUST01459,0.25,0.1,0.04,0
CUST01460,0.17,0.04,0.03,0
CUST01461,0.48,0.2,0.13,0
CUST01462,0.63,0.27,0.08,0
CUST01463,0.17,0.08,0.05,0
CUST01464,0.24,0.09,0.05,0
CUST01465,0.08,0.03,0.02,0
CUST01466,0.22,0.06,0.04,0
CUST01467,0.18,0.09,0.04,0
CUST01468,0.34,0.09,0.07,0
CUST01469,0.19,0.09,0.05,0
CUST01470,0.31,0.16,0.05,0
CUST01471,0.47,0.15,0.1,0
CUST01472,0.43,0.21,0.07,0
CUST01473,0.36,0.19,0.11,0
CUST01474,0.13,0.06,0.04,0
CUST01475,0.42,0.15,0.11,0
CUST01476,0.18,0.06,0.03,0
CUST01477,0.45,0.11,0.05,0
CUST01478,0.39,0.12,0.04,0
CUST01479,0.11,0.02,0.01,0
CUST01480,0.34,0.13,0.04,0
CUST01481,0.28,0.14,0.05,0
CUST01482,0.3,0.16,0.06,0
CUST01483,0.32,0.19,0.09,0
CUST01484,0.22,0.06,0.04,1
CUST01485,0.34,0.18,0.07,0
CUST01486,0.55,0.3,0.14,1
CUST01487,0.34,0.16,0.07,0
CUST01488,0.23,0.13,0.07,0
CUST01489,0.37,0.16,0.1,1
CUST01490,0.34,0.14,0.11,0
CUST01491,0.27,0.09,0.03,0
CUST01492,0.17,0.08,0.05,1
CUST01493,0.65,0.22,0.08,0
CUST01494,0.32,0.08,0.03,0
CUST01495,0.17,0.05,0.02,0
CUST01496,0.17,0.1,0.07,0
CUST01497,0.37,0.14,0.08,1
CUST01498,0.16,0.05,0.03,0
CUST01499,0.2,0.09,0.07,0
CUST01500,0.13,0.07,0.05,0
CUST01501,0.29,0.08,0.06,0
CUST01502,0.45,0.11,0.06,0
CUST01503,0.5,0.23,0.13,0
CUST01504,0.58,0.21,0.15,0
CUST01505,0.16,0.06,0.03,0
CUST01506,0.06,0.02,0.01,0
CUST01507,0.09,0.03,0.01,0
CUST01508,0.36,0.19,0.09,0
CUST01509,0.54,0.16,0.08,0
CUST01510,0.34,0.09,0.06,0
CUST01511,0.43,0.23,0.16,0
CUST01512,0.08,0.03,0.01,0
CUST01513,0.54,0.3,0.22,0
CUST01514,0.26,0.05,0.02,0
CUST01515,0.23,0.09,0.04,0
CUST01516,0.32,0.08,0.02,0
CUST01517,0.2,0.1,0.07,0
CUST01518,0.46,0.2,0.06,0
CUST01519,0.34,0.08,0.04,0
CUST01520,0.45,0.15,0.07,0
CUST01521,0.74,0.16,0.05,0
CUST01522,0.03,0.01,0.01,0
CUST01523,0.04,0.02,0.01,0
CUST01524,0.17,0.09,0.07,0
CUST01525,0.52,0.2,0.15,0
CUST01526,0.29,0.16,0.05,0
CUST01527,0.13,0.05,0.03,0
CUST01528,0.14,0.08,0.04,0
CUST01529,0.22,0.11,0.09,0
CUST01530,0.27,0.13,0.05,0
CUST01531,0.68,0.24,0.16,0
CUST01532,0.57,0.34,0.24,1
CUST01533,0.34,0.08,0.05,1
CUST01534,0.32,0.13,0.1,0
CUST01535,0.57,0.13,0.09,0
CUST01536,0.5,0.27,0.18,0
CUST01537,0.39,0.23,0.11,0
CUST01538,0.45,0.17,0.05,0
CUST01539,0.37,0.2,0.1,0
CUST01540,0.27,0.14,0.05,0
CUST01541,0.42,0.19,0.14,0
CUST01542,0.07,0.03,0.01,0
CUST01543,0.61,0.31,0.13,0
CUST01544,0.14,0.06,0.03,0
CUST01545,0.44,0.24,0.14,0
CUST01546,0.16,0.08,0.03,0
CUST01547,0.25,0.11,0.05,1
CUST01548,0.29,0.08,0.06,0
CUST01549,0.38,0.15,0.05,0
CUST01550,0.3,0.08,0.05,0
CUST01551,0.65,0.21,0.08,0
CUST01552,0.23,0.07,0.04,0
CUST01553,0.31,0.13,0.07,0
CUST01554,0.34,0.15,0.06,0
CUST01555,0.62,0.32,0.25,0
CUST01556,0.15,0.08,0.06,0
CUST01557,0.26,0.08,0.04,0
CUST01558,0.5,0.1,0.04,0
CUST01559,0.53,0.29,0.16,0
CUST01560,0.54,0.32,0.19,0
CUST01561,0.01,0.0,0.0,1
CUST01562,0.06,0.02,0.01,0
CUST01563,0.3,0.18,0.1,0
CUST01564,0.11,0.06,0.04,0
CUST01565,0.44,0.19,0.09,0
CUST01566,0.11,0.03,0.02,0
CUST01567,0.15,0.05,0.04,0
CUST01568,0.3,0.07,0.05,0
CUST01569,0.45,0.21,0.16,0
CUST01570,0.33,0.19,0.15,0
CUST01571,0.3,0.11,0.09,0
CUST01572,0.26,0.11,0.06,0
CUST01573,0.39,0.1,0.05,0
CUST01574,0.1,0.06,0.04,0
CUST01575,0.09,0.04,0.02,0
CUST01576,0.32,0.07,0.03,0
CUST01577,0.2,0.07,0.04,0
CUST01578,0.16,0.07,0.04,0
CUST01579,0.58,0.2,0.09,1
CUST01580,0.17,0.05,0.04,0
CUST01581,0.06,0.02,0.01,0
CUST01582,0.74,0.24,0.12,0
CUST01583,0.16,0.05,0.02,0
CUST01584,0.37,0.12,0.04,0
CUST01585,0.43,0.1,0.05,0
CUST01586,0.09,0.05,0.03,0
CUST01587,0.33,0.17,0.05,0
CUST01588,0.22,0.06,0.04,0
CUST01589,0.15,0.08,0.06,0
CUST01590,0.36,0.21,0.16,0
CUST01591,0.32,0.16,0.13,0
CUST01592,0.29,0.13,0.07,0
CUST01593,0.09,0.02,0.01,0
CUST01594,0.49,0.26,0.17,0
CUST01595,0.59,0.23,0.09,0
CUST01596,0.52,0.29,0.11,0
CUST01597,0.11,0.02,0.01,0
CUST01598,0.56,0.24,0.13,0
CUST01599,0.3,0.09,0.05,0
CUST01600,0.3,0.12,0.05,0
CUST01601,0.09,0.02,0.01,1
CUST01602,0.22,0.06,0.04,0
CUST01603,0.22,0.11,0.05,1
CUST01604,0.47,0.1,0.08,0
CUST01605,0.14,0.04,0.02,0
CUST01606,0.41,0.08,0.06,1
CUST01607,0.8,0.39,0.28,0
CUST01608,0.22,0.07,0.04,0
CUST01609,0.27,0.14,0.05,0
CUST01610,0.27,0.13,0.06,0
CUST01611,0.32,0.17,0.1,0
CUST01612,0.12,0.06,0.02,0
CUST01613,0.26,0.11,0.04,0
CUST01614,0.41,0.2,0.12,0
CUST01615,0.62,0.26,0.14,0
CUST01616,0.17,0.05,0.04,0
CUST01617,0.08,0.03,0.02,0
CUST01618,0.3,0.13,0.09,0
CUST01619,0.38,0.18,0.13,1
CUST01620,0.08,0.03,0.01,0
CUST01621,0.3,0.12,0.09,0
CUST01622,0.17,0.04,0.02,0
CUST01623,0.3,0.11,0.06,0
CUST01624,0.23,0.12,0.05,0
CUST01625,0.08,0.03,0.01,0
CUST01626,0.37,0.17,0.09,0
CUST01627,0.15,0.03,0.01,0
CUST01628,0.17,0.1,0.08,0
CUST01629,0.07,0.03,0.02,0
CUST01630,0.22,0.07,0.04,0
CUST01631,0.08,0.03,0.02,0
CUST01632,0.05,0.01,0.01,0
CUST01633,0.31,0.1,0.03,0
CUST01634,0.12,0.04,0.02,0
CUST01635,0.62,0.18,0.07,0
CUST01636,0.48,0.28,0.14,0
CUST01637,0.49,0.26,0.18,0
CUST01638,0.17,0.05,0.02,0
CUST01639,0.23,0.09,0.07,0
CUST01640,0.19,0.05,0.03,0
CUST01641,0.11,0.02,0.01,0
CUST01642,0.28,0.12,0.05,0
CUST01643,0.19,0.08,0.04,0
CUST01644,0.06,0.03,0.02,0
CUST01645,0.35,0.08,0.06,0
CUST01646,0.19,0.05,0.02,0
CUST01647,0.66,0.28,0.13,0
CUST01648,0.04,0.01,0.01,0
CUST01649,0.37,0.2,0.08,0
CUST01650,0.17,0.04,0.03,0
CUST01651,0.34,0.18,0.09,0
CUST01652,0.12,0.06,0.02,1
CUST01653,0.15,0.04,0.02,0
CUST01654,0.41,0.09,0.04,0
CUST01655,0.07,0.02,0.01,0
CUST01656,0.41,0.18,0.1,0
CUST01657,0.2,0.09,0.07,0
CUST01658,0.33,0.14,0.06,0
CUST01659,0.2,0.1,0.04,0
CUST01660,0.56,0.16,0.11,0
CUST01661,0.4,0.2,0.14,0
CUST01662,0.26,0.09,0.03,0
CUST01663,0.33,0.12,0.04,0
CUST01664,0.32,0.12,0.05,0
CUST01665,0.67,0.15,0.08,0
CUST01666,0.4,0.13,0.04,0
CUST01667,0.19,0.07,0.02,0
CUST01668,0.29,0.1,0.06,0
CUST01669,0.1,0.05,0.02,0
CUST01670,0.26,0.15,0.1,0
CUST01671,0.25,0.14,0.05,1
CUST01672,0.51,0.13,0.04,0
CUST01673,0.24,0.09,0.07,0
CUST01674,0.16,0.04,0.02,0
CUST01675,0.68,0.26,0.09,0
CUST01676,0.35,0.15,0.08,0
CUST01677,0.15,0.08,0.04,0
CUST01678,0.45,0.23,0.13,0
CUST01679,0.15,0.05,0.02,0
CUST01680,0.38,0.11,0.03,0
CUST01681,0.21,0.11,0.05,0
CUST01682,0.14,0.03,0.02,0
CUST01683,0.08,0.04,0.01,0
CUST01684,0.43,0.14,0.06,0
CUST01685,0.25,0.13,0.04,0
CUST01686,0.29,0.07,0.03,0
CUST01687,0.37,0.17,0.13,0
CUST01688,0.24,0.11,0.04,0
CUST01689,0.12,0.06,0.04,0
CUST01690,0.37,0.15,0.05,0
CUST01691,0.19,0.08,0.04,0
CUST01692,0.28,0.09,0.05,0
CUST01693,0.59,0.32,0.24,0
CUST01694,0.45,0.18,0.1,0
CUST01695,0.1,0.03,0.01,0
CUST01696,0.4,0.1,0.04,0
CUST01697,0.3,0.12,0.06,1
CUST01698,0.48,0.2,0.12,0
CUST01699,0.05,0.02,0.01,0
CUST01700,0.59,0.12,0.07,0
CUST01701,0.18,0.08,0.06,0
CUST01702,0.68,0.31,0.16,0
CUST01703,0.1,0.03,0.02,0
CUST01704,0.23,0.1,0.05,0
CUST01705,0.17,0.09,0.06,0
CUST01706,0.18,0.07,0.05,0
CUST01707,0.47,0.25,0.17,0
CUST01708,0.09,0.02,0.01,0
CUST01709,0.13,0.06,0.03,0
CUST01710,0.41,0.14,0.05,0
CUST01711,0.75,0.17,0.1,0
CUST01712,0.42,0.16,0.05,0
CUST01713,0.29,0.14,0.08,0
CUST01714,0.19,0.05,0.03,0
CUST01715,0.12,0.05,0.03,0
CUST01716,0.15,0.05,0.03,0
CUST01717,0.3,0.17,0.12,0
CUST01718,0.12,0.07,0.05,0
CUST01719,0.11,0.06,0.03,0
CUST01720,0.21,0.07,0.04,0
CUST01721,0.12,0.06,0.02,0
CUST01722,0.26,0.12,0.05,0
CUST01723,0.32,0.17,0.08,0
CUST01724,0.46,0.2,0.1,0
CUST01725,0.21,0.09,0.03,0
CUST01726,0.25,0.14,0.07,0
CUST01727,0.18,0.06,0.02,1
CUST01728,0.49,0.27,0.09,0
CUST01729,0.05,0.02,0.01,0
CUST01730,0.36,0.09,0.04,0
CUST01731,0.02,0.01,0.01,0
CUST01732,0.24,0.11,0.04,0
CUST01733,0.09,0.03,0.02,0
CUST01734,0.31,0.07,0.05,0
CUST01735,0.13,0.04,0.02,1
CUST01736,0.04,0.02,0.01,0
CUST01737,0.52,0.17,0.07,0
CUST01738,0.29,0.15,0.08,1
CUST01739,0.06,0.02,0.01,0
CUST01740,0.07,0.04,0.01,0
CUST01741,0.55,0.17,0.09,0
CUST01742,0.14,0.03,0.02,0
CUST01743,0.29,0.17,0.1,0
CUST01744,0.26,0.12,0.08,0
CUST01745,0.14,0.07,0.04,0
CUST01746,0.09,0.02,0.01,0
CUST01747,0.29,0.17,0.09,0
CUST01748,0.55,0.3,0.13,0
CUST01749,0.39,0.08,0.04,0
CUST01750,0.18,0.05,0.04,0
CUST01751,0.25,0.14,0.1,0
CUST01752,0.33,0.19,0.12,0
CUST01753,0.32,0.13,0.1,0
CUST01754,0.24,0.12,0.08,0
CUST01755,0.07,0.03,0.02,0
CUST01756,0.15,0.03,0.02,0
CUST01757,0.12,0.07,0.03,0
CUST01758,0.18,0.08,0.05,0
CUST01759,0.33,0.15,0.05,0
CUST01760,0.23,0.11,0.06,0
CUST01761,0.2,0.1,0.07,0
CUST01762,0.27,0.07,0.02,0
CUST01763,0.31,0.18,0.1,0
CUST01764,0.35,0.15,0.11,0
CUST01765,0.33,0.1,0.07,1
CUST01766,0.22,0.09,0.03,0
CUST01767,0.08,0.04,0.03,0
CUST01768,0.44,0.21,0.09,0
CUST01769,0.05,0.03,0.01,0
CUST01770,0.47,0.12,0.09,0
CUST01771,0.28,0.11,0.08,0
CUST01772,0.37,0.18,0.06,0
CUST01773,0.37,0.12,0.07,0
CUST01774,0.2,0.05,0.04,0
CUST01775,0.36,0.21,0.09,0
CUST01776,0.38,0.23,0.09,1
CUST01777,0.41,0.1,0.03,0
CUST01778,0.22,0.11,0.03,0
CUST01779,0.21,0.1,0.08,0
CUST01780,0.33,0.14,0.07,0
CUST01781,0.21,0.11,0.04,0
CUST01782,0.01,0.01,0.0,0
CUST01783,0.16,0.08,0.06,0
CUST01784,0.02,0.01,0.0,1
CUST01785,0.47,0.28,0.2,0
CUST01786,0.39,0.11,0.05,0
CUST01787,0.22,0.13,0.07,0
CUST01788,0.39,0.23,0.17,0
CUST01789,0.38,0.13,0.08,0
CUST01790,0.54,0.13,0.07,0
CUST01791,0.58,0.23,0.16,0
CUST01792,0.12,0.03,0.02,0
CUST01793,0.28,0.17,0.05,1
CUST01794,0.3,0.14,0.08,0
CUST01795,0.3,0.11,0.04,0
CUST01796,0.29,0.15,0.11,0
CUST01797,0.18,0.06,0.03,0
CUST01798,0.25,0.1,0.05,0
CUST01799,0.19,0.07,0.03,0
CUST01800,0.29,0.08,0.03,0
CUST01801,0.04,0.02,0.01,0
CUST01802,0.05,0.02,0.01,0
CUST01803,0.07,0.02,0.02,0
CUST01804,0.49,0.12,0.06,0
CUST01805,0.05,0.01,0.01,0
CUST01806,0.06,0.01,0.0,0
CUST01807,0.46,0.25,0.16,0
CUST01808,0.27,0.1,0.06,0
CUST01809,0.2,0.04,0.01,0
CUST01810,0.04,0.02,0.01,0
CUST01811,0.63,0.21,0.12,0
CUST01812,0.46,0.24,0.19,0
CUST01813,0.19,0.08,0.05,0
CUST01814,0.26,0.07,0.04,0
CUST01815,0.8,0.39,0.3,0
CUST01816,0.28,0.06,0.05,0
CUST01817,0.4,0.21,0.07,0
CUST01818,0.48,0.2,0.13,0
CUST01819,0.22,0.08,0.04,0
CUST01820,0.37,0.09,0.06,0
CUST01821,0.27,0.12,0.08,0
CUST01822,0.24,0.1,0.03,0
CUST01823,0.48,0.29,0.19,0
CUST01824,0.2,0.1,0.07,0
CUST01825,0.64,0.15,0.08,0
CUST01826,0.25,0.15,0.1,0
CUST01827,0.31,0.12,0.08,0
CUST01828,0.28,0.14,0.06,0
CUST01829,0.09,0.02,0.01,0
CUST01830,0.13,0.07,0.06,0
CUST01831,0.54,0.14,0.06,0
CUST01832,0.43,0.14,0.06,0
CUST01833,0.3,0.06,0.03,0
CUST01834,0.12,0.06,0.03,0
CUST01835,0.32,0.12,0.05,0
CUST01836,0.46,0.28,0.12,0
CUST01837,0.33,0.17,0.13,0
CUST01838,0.4,0.22,0.09,0
CUST01839,0.48,0.28,0.2,1
CUST01840,0.04,0.01,0.01,0
CUST01841,0.13,0.07,0.05,0
CUST01842,0.29,0.17,0.06,0
CUST01843,0.18,0.06,0.04,0
CUST01844,0.34,0.13,0.07,0
CUST01845,0.48,0.27,0.15,0
CUST01846,0.25,0.11,0.05,0
CUST01847,0.38,0.19,0.08,0
CUST01848,0.44,0.15,0.07,0
CUST01849,0.21,0.09,0.04,0
CUST01850,0.39,0.2,0.14,0
CUST01851,0.33,0.08,0.04,0
CUST01852,0.1,0.06,0.03,0
CUST01853,0.23,0.13,0.05,0
CUST01854,0.11,0.04,0.02,0
CUST01855,0.31,0.14,0.07,0
CUST01856,0.12,0.03,0.02,0
CUST01857,0.4,0.11,0.08,0
CUST01858,0.09,0.03,0.02,0
CUST01859,0.27,0.12,0.04,0
CUST01860,0.09,0.04,0.02,0
CUST01861,0.22,0.06,0.03,0
CUST01862,0.16,0.09,0.05,0
CUST01863,0.33,0.1,0.07,1
CUST01864,0.09,0.03,0.02,0
CUST01865,0.39,0.22,0.11,0
CUST01866,0.42,0.13,0.06,0
CUST01867,0.6,0.29,0.1,0
CUST01868,0.18,0.04,0.02,0
CUST01869,0.25,0.07,0.05,0
CUST01870,0.16,0.04,0.02,0
CUST01871,0.22,0.05,0.02,0
CUST01872,0.05,0.02,0.01,0
CUST01873,0.15,0.06,0.03,0
CUST01874,0.14,0.07,0.02,0
CUST01875,0.4,0.2,0.15,0
CUST01876,0.14,0.05,0.03,0
CUST01877,0.88,0.4,0.3,0
CUST01878,0.27,0.11,0.04,0
CUST01879,0.39,0.19,0.15,0
CUST01880,0.32,0.17,0.11,0
CUST01881,0.13,0.05,0.03,0
CUST01882,0.27,0.14,0.09,0
CUST01883,0.07,0.04,0.02,0
CUST01884,0.11,0.04,0.03,0
CUST01885,0.24,0.11,0.07,0
CUST01886,0.14,0.03,0.02,0
CUST01887,0.33,0.11,0.06,0
CUST01888,0.38,0.13,0.05,0
CUST01889,0.65,0.22,0.08,0
CUST01890,0.4,0.1,0.05,0
CUST01891,0.25,0.08,0.04,0
CUST01892,0.1,0.03,0.01,1
CUST01893,0.24,0.14,0.05,0
CUST01894,0.37,0.1,0.05,0
CUST01895,0.11,0.05,0.02,0
CUST01896,0.58,0.18,0.1,0
CUST01897,0.34,0.16,0.1,0
CUST01898,0.46,0.22,0.15,0
CUST01899,0.81,0.23,0.11,0
CUST01900,0.43,0.14,0.07,0
CUST01901,0.66,0.32,0.15,0
CUST01902,0.29,0.09,0.04,0
CUST01903,0.56,0.24,0.18,0
CUST01904,0.26,0.08,0.06,0
CUST01905,0.3,0.17,0.07,0
CUST01906,0.37,0.16,0.06,0
CUST01907,0.17,0.08,0.04,0
CUST01908,0.15,0.08,0.04,0
CUST01909,0.33,0.16,0.11,0
CUST01910,0.12,0.03,0.01,1
CUST01911,0.12,0.06,0.02,0
CUST01912,0.22,0.06,0.03,0
CUST01913,0.44,0.19,0.13,0
CUST01914,0.31,0.12,0.07,0
CUST01915,0.1,0.05,0.03,0
CUST01916,0.43,0.11,0.07,0
CUST01917,0.37,0.17,0.11,1
CUST01918,0.29,0.08,0.03,0
CUST01919,0.24,0.11,0.07,0
CUST01920,0.44,0.12,0.08,0
CUST01921,0.24,0.14,0.11,0
CUST01922,0.18,0.06,0.04,0
CUST01923,0.47,0.15,0.12,0
CUST01924,0.05,0.02,0.02,0
CUST01925,0.16,0.04,0.01,0
CUST01926,0.32,0.09,0.04,1
CUST01927,0.3,0.12,0.1,0
CUST01928,0.24,0.09,0.04,0
CUST01929,0.46,0.2,0.15,0
CUST01930,0.16,0.04,0.01,0
CUST01931,0.41,0.12,0.04,0
CUST01932,0.29,0.15,0.06,0
CUST01933,0.1,0.06,0.02,0
CUST01934,0.24,0.11,0.06,0
CUST01935,0.12,0.03,0.01,0
CUST01936,0.57,0.24,0.07,0
CUST01937,0.62,0.3,0.09,0
CUST01938,0.27,0.14,0.04,0
CUST01939,0.09,0.05,0.04,0
CUST01940,0.42,0.19,0.1,0
CUST01941,0.23,0.13,0.08,0
CUST01942,0.42,0.18,0.13,0
CUST01943,0.39,0.09,0.03,0
CUST01944,0.15,0.06,0.02,0
CUST01945,0.42,0.19,0.12,0
CUST01946,0.11,0.03,0.02,0
CUST01947,0.66,0.23,0.18,0
CUST01948,0.04,0.02,0.01,0
CUST01949,0.12,0.06,0.04,0
CUST01950,0.28,0.08,0.04,0
CUST01951,0.52,0.25,0.16,0
CUST01952,0.23,0.12,0.08,0
CUST01953,0.64,0.29,0.09,0
CUST01954,0.13,0.06,0.04,0
CUST01955,0.6,0.17,0.14,0
CUST01956,0.13,0.05,0.02,0
CUST01957,0.15,0.07,0.05,0
CUST01958,0.75,0.43,0.29,1
CUST01959,0.24,0.11,0.04,0
CUST01960,0.31,0.18,0.12,0
CUST01961,0.18,0.09,0.05,0
CUST01962,0.45,0.23,0.1,0
CUST01963,0.28,0.12,0.08,0
CUST01964,0.38,0.18,0.12,0
CUST01965,0.09,0.04,0.02,0
CUST01966,0.31,0.09,0.07,0
CUST01967,0.04,0.01,0.01,0
CUST01968,0.33,0.09,0.06,0
CUST01969,0.52,0.18,0.11,0
CUST01970,0.46,0.18,0.1,0
CUST01971,0.12,0.06,0.03,0
CUST01972,0.14,0.08,0.04,0
CUST01973,0.02,0.01,0.0,0
CUST01974,0.44,0.13,0.04,0
CUST01975,0.32,0.1,0.06,0
CUST01976,0.08,0.02,0.01,0
CUST01977,0.31,0.18,0.06,0
CUST01978,0.38,0.16,0.11,0
CUST01979,0.56,0.3,0.18,0
CUST01980,0.28,0.1,0.06,0
CUST01981,0.17,0.09,0.04,0
CUST01982,0.18,0.09,0.05,0
CUST01983,0.19,0.09,0.06,0
CUST01984,0.13,0.03,0.02,0
CUST01985,0.09,0.04,0.02,0
CUST01986,0.23,0.05,0.03,0
CUST01987,0.35,0.17,0.09,0
CUST01988,0.33,0.15,0.09,0
CUST01989,0.33,0.09,0.06,0
CUST01990,0.03,0.01,0.0,1
CUST01991,0.27,0.12,0.05,0
CUST01992,0.12,0.06,0.03,0
CUST01993,0.21,0.1,0.05,0
CUST01994,0.41,0.14,0.06,0
CUST01995,0.14,0.08,0.06,0
CUST01996,0.16,0.05,0.04,0
CUST01997,0.12,0.04,0.02,0
CUST01998,0.07,0.02,0.01,0
CUST01999,0.23,0.13,0.07,1
CUST02000,0.44,0.14,0.1,0
CUST02001,0.2,0.11,0.04,0
CUST02002,0.5,0.15,0.07,0
CUST02003,0.12,0.07,0.04,0
CUST02004,0.25,0.1,0.04,0
CUST02005,0.2,0.11,0.09,0
CUST02006,0.47,0.24,0.12,1
CUST02007,0.22,0.11,0.06,0
CUST02008,0.57,0.24,0.17,0
CUST02009,0.09,0.04,0.03,1
CUST02010,0.55,0.23,0.14,0
CUST02011,0.44,0.19,0.12,0
CUST02012,0.61,0.33,0.15,0
CUST02013,0.31,0.14,0.04,0
CUST02014,0.28,0.07,0.03,0
CUST02015,0.19,0.07,0.03,0
CUST02016,0.17,0.06,0.04,0
CUST02017,0.28,0.13,0.09,0
CUST02018,0.2,0.06,0.03,0
CUST02019,0.12,0.03,0.02,0
CUST02020,0.65,0.22,0.17,0
CUST02021,0.13,0.06,0.04,0
CUST02022,0.23,0.07,0.02,0
CUST02023,0.11,0.03,0.02,0
CUST02024,0.45,0.15,0.08,0
CUST02025,0.72,0.38,0.3,0
CUST02026,0.38,0.15,0.06,0
CUST02027,0.2,0.09,0.03,0
CUST02028,0.39,0.1,0.04,0
CUST02029,0.06,0.03,0.02,0
CUST02030,0.2,0.05,0.02,0
CUST02031,0.04,0.02,0.01,0
CUST02032,0.37,0.14,0.06,0
CUST02033,0.06,0.02,0.01,0
CUST02034,0.24,0.06,0.03,0
CUST02035,0.28,0.16,0.09,0
CUST02036,0.47,0.16,0.12,0
CUST02037,0.19,0.08,0.04,0
CUST02038,0.39,0.09,0.06,0
CUST02039,0.19,0.07,0.04,0
CUST02040,0.2,0.08,0.04,0
CUST02041,0.13,0.05,0.04,0
CUST02042,0.29,0.13,0.1,0
CUST02043,0.32,0.15,0.1,0
CUST02044,0.53,0.26,0.2,0
CUST02045,0.3,0.13,0.06,0
CUST02046,0.28,0.11,0.08,0
CUST02047,0.17,0.04,0.02,0
CUST02048,0.31,0.15,0.08,0
CUST02049,0.24,0.06,0.02,0
CUST02050,0.24,0.08,0.06,0
CUST02051,0.42,0.12,0.07,0
CUST02052,0.26,0.09,0.04,0
CUST02053,0.25,0.09,0.05,0
CUST02054,0.46,0.16,0.11,0
CUST02055,0.28,0.09,0.04,0
CUST02056,0.45,0.19,0.13,0
CUST02057,0.16,0.05,0.03,0
CUST02058,0.56,0.3,0.21,0
CUST02059,0.2,0.09,0.06,0
CUST02060,0.73,0.4,0.2,0
CUST02061,0.41,0.18,0.09,0
CUST02062,0.24,0.05,0.02,0
CUST02063,0.14,0.07,0.04,0
CUST02064,0.13,0.05,0.03,0
CUST02065,0.07,0.03,0.02,0
CUST02066,0.22,0.06,0.05,0
CUST02067,0.36,0.17,0.07,0
CUST02068,0.17,0.09,0.06,0
CUST02069,0.1,0.05,0.03,0
CUST02070,0.27,0.12,0.09,0
CUST02071,0.46,0.15,0.09,0
CUST02072,0.55,0.13,0.08,0
CUST02073,0.18,0.11,0.06,0
CUST02074,0.26,0.11,0.06,0
CUST02075,0.59,0.15,0.05,0
CUST02076,0.54,0.22,0.14,0
CUST02077,0.24,0.14,0.08,0
CUST02078,0.14,0.05,0.02,1
CUST02079,0.13,0.05,0.03,0
CUST02080,0.04,0.02,0.01,0
CUST02081,0.24,0.08,0.03,1
CUST02082,0.26,0.08,0.03,0
CUST02083,0.41,0.13,0.09,0
CUST02084,0.11,0.05,0.02,0
CUST02085,0.08,0.03,0.01,0
CUST02086,0.23,0.07,0.03,0
CUST02087,0.37,0.17,0.1,0
CUST02088,0.2,0.07,0.03,1
CUST02089,0.55,0.32,0.12,0
CUST02090,0.24,0.1,0.05,0
CUST02091,0.46,0.16,0.11,0
CUST02092,0.01,0.0,0.0,0
