customer_id,ticket_count,complaint_count,avg_resolution_time,satisfaction_score
CUST01549,2,1,3.93,3.81
CUST01550,0,0,2.88,4.43
CUST01551,2,1,2.73,3.98
CUST01552,1,1,2.55,4.54
CUST01553,4,0,2.83,3.67
CUST01554,2,1,2.7,3.88
CUST01555,2,1,2.71,4.04
CUST01556,1,1,2.51,4.4
CUST01557,1,0,4.85,4.09
CUST01558,1,0,4.38,4.15
CUST01559,2,0,2.75,4.22
CUST01560,2,0,1.98,4.22
CUST01561,0,0,2.94,4.09
CUST01562,1,0,3.65,4.15
CUST01563,0,0,1.45,4.08
CUST01564,0,0,2.2,4.31
CUST01565,1,0,1.56,2.89
CUST01566,0,0,5.68,3.53
CUST01567,1,1,1.06,3.7
CUST01568,0,0,2.38,3.75
CUST01569,0,0,3.32,4.66
CUST01570,1,1,2.51,4.11
CUST01571,4,0,1.38,3.47
CUST01572,2,1,0.9,4.17
CUST01573,0,0,4.8,3.77
CUST01574,2,2,0.99,4.25
CUST01575,1,0,4.19,3.81
CUST01576,5,0,2.19,3.8
CUST01577,4,1,3.56,3.53
CUST01578,0,0,1.33,4.44
CUST01579,1,0,3.1,4.1
CUST01580,0,0,1.75,4.2
CUST01581,0,0,3.17,4.43
CUST01582,4,2,2.7,3.44
CUST01583,0,0,3.47,3.66
CUST01584,0,0,2.5,4.26
CUST01585,0,0,2.37,3.34
CUST01586,0,0,0.67,4.52
CUST01587,0,0,2.61,3.56
CUST01588,1,1,1.46,3.19
CUST01589,3,2,3.22,4.12
CUST01590,1,1,2.99,4.27
CUST01591,1,1,1.7,3.67
CUST01592,2,1,1.44,3.86
CUST01593,0,0,3.48,3.29
CUST01594,2,1,1.04,4.73
CUST01595,2,1,1.76,4.15
CUST01596,0,0,0.5,4.6
CUST01597,0,0,2.91,4.49
CUST01598,3,1,5.24,4.73
CUST01599,2,1,2.62,3.35
CUST01600,1,0,2.01,4.09
CUST01601,1,0,3.42,4.42
CUST01602,1,0,2.27,4.78
CUST01603,2,0,2.99,4.36
CUST01604,1,0,1.88,4.18
CUST01605,2,0,1.81,3.49
CUST01606,1,0,2.81,3.78
CUST01607,1,0,1.75,3.22
CUST01608,2,0,2.19,3.73
CUST01609,1,1,2.64,3.58
CUST01610,0,0,2.06,3.4
CUST01611,0,0,3.11,3.25
CUST01612,1,0,2.63,3.98
CUST01613,3,1,2.0,4.25
CUST01614,2,0,3.35,3.55
CUST01615,2,0,3.22,4.91
CUST01616,1,0,1.41,4.32
CUST01617,1,0,2.17,4.73
CUST01618,3,1,2.73,2.86
CUST01619,0,0,2.19,4.77
CUST01620,2,1,3.35,3.0
CUST01621,2,0,1.22,3.74
CUST01622,1,0,1.24,4.11
CUST01623,0,0,2.56,4.28
CUST01624,1,0,3.48,4.03
CUST01625,4,2,1.62,3.74
CUST01626,1,1,4.49,3.9
CUST01627,0,0,2.72,4.84
CUST01628,5,4,2.32,3.18
CUST01629,1,0,1.94,3.42
CUST01630,5,4,3.19,2.44
CUST01631,2,1,2.48,3.54
CUST01632,1,0,3.41,3.07
CUST01633,0,0,1.16,4.1
CUST01634,0,0,1.46,4.59
CUST01635,0,0,2.85,3.48
CUST01636,1,1,3.94,3.59
CUST01637,5,3,2.56,2.91
CUST01638,1,1,2.34,3.79
CUST01639,3,1,2.04,3.29
CUST01640,2,1,4.79,4.97
CUST01641,1,0,1.58,2.82
CUST01642,2,1,3.34,3.62
CUST01643,4,2,3.0,3.65
CUST01644,1,1,1.85,4.33
CUST01645,2,1,3.08,4.35
CUST01646,1,0,1.74,3.98
CUST01647,1,0,2.9,3.53
CUST01648,0,0,1.41,3.48
CUST01649,1,0,2.24,3.74
CUST01650,2,0,0.5,4.71
CUST01651,2,1,2.39,3.92
CUST01652,1,0,1.23,3.55
CUST01653,1,1,2.72,3.86
CUST01654,0,0,3.33,3.79
CUST01655,4,2,3.16,4.23
CUST01656,2,2,2.74,3.8
CUST01657,2,0,1.48,4.24
CUST01658,1,0,2.31,4.01
CUST01659,3,0,2.43,4.42
CUST01660,1,1,2.82,3.64
CUST01661,2,0,2.44,4.49
CUST01662,3,1,3.95,3.69
CUST01663,1,1,2.57,4.03
CUST01664,0,0,1.1,3.67
CUST01665,0,0,2.31,4.22
CUST01666,0,0,1.82,4.73
CUST01667,2,1,4.45,3.51
CUST01668,1,0,2.73,3.72
CUST01669,1,1,3.05,3.57
CUST01670,3,0,2.36,3.34
CUST01671,2,0,3.61,4.62
CUST01672,2,0,2.59,3.86
CUST01673,1,1,2.55,3.38
CUST01674,2,1,2.15,4.05
CUST01675,1,0,2.65,3.91
CUST01676,1,1,3.44,3.41
CUST01677,1,0,1.44,3.88
CUST01678,3,2,3.55,3.6
CUST01679,2,1,0.5,3.87
CUST01680,1,0,1.89,3.55
CUST01681,3,2,1.88,4.44
CUST01682,1,0,0.76,3.94
CUST01683,2,0,2.51,3.87
CUST01684,1,1,2.21,3.17
CUST01685,3,1,2.06,3.82
CUST01686,2,0,1.93,4.21
CUST01687,1,0,0.99,3.31
CUST01688,0,0,2.46,4.15
CUST01689,2,0,1.75,4.2
CUST01690,2,1,1.69,4.28
CUST01691,2,2,1.63,3.19
CUST01692,2,0,2.14,4.54
CUST01693,0,0,3.11,3.37
CUST01694,1,1,1.07,3.09
CUST01695,2,0,2.16,3.71
CUST01696,1,0,3.11,4.69
CUST01697,0,0,3.86,4.48
CUST01698,1,0,4.34,3.74
CUST01699,2,2,3.28,4.46
CUST01700,1,0,2.22,4.1
CUST01701,2,1,0.7,4.78
CUST01702,0,0,2.43,4.13
CUST01703,2,1,1.94,3.71
CUST01704,1,0,2.1,3.42
CUST01705,0,0,1.03,2.65
CUST01706,1,0,2.67,3.81
CUST01707,1,1,2.76,3.21
CUST01708,3,1,3.94,3.68
CUST01709,1,1,1.54,3.38
CUST01710,1,1,0.91,4.32
CUST01711,2,1,2.97,2.98
CUST01712,1,0,1.63,3.99
CUST01713,1,0,1.6,3.59
CUST01714,1,1,2.3,3.49
CUST01715,4,2,2.33,4.24
CUST01716,2,1,0.77,4.5
CUST01717,1,0,2.47,5.0
CUST01718,2,1,3.72,3.37
CUST01719,1,1,1.3,3.2
CUST01720,4,1,1.85,3.19
CUST01721,0,0,3.1,4.42
CUST01722,2,0,3.53,3.52
CUST01723,0,0,3.99,5.0
CUST01724,1,1,0.5,4.01
CUST01725,1,1,4.08,3.61
CUST01726,3,2,4.04,4.46
CUST01727,1,1,4.49,2.83
CUST01728,0,0,2.87,4.37
CUST01729,1,0,0.53,4.27
CUST01730,1,1,3.51,3.74
CUST01731,0,0,3.29,4.31
CUST01732,0,0,2.2,4.09
CUST01733,1,0,4.01,4.72
CUST01734,0,0,3.15,4.48
CUST01735,2,1,3.06,3.04
CUST01736,2,2,2.53,3.77
CUST01737,2,0,4.33,3.28
CUST01738,3,1,2.63,4.02
CUST01739,4,2,1.06,3.73
CUST01740,1,1,3.58,4.64
CUST01741,0,0,3.85,3.2
CUST01742,2,1,1.52,3.15
CUST01743,1,1,3.22,4.08
CUST01744,2,0,2.92,4.62
CUST01745,1,0,2.55,3.16
CUST01746,1,1,3.53,4.46
CUST01747,1,0,2.93,4.24
CUST01748,0,0,1.95,3.89
CUST01749,1,1,2.36,4.64
CUST01750,0,0,1.76,3.39
CUST01751,5,2,1.6,3.8
CUST01752,2,0,3.5,3.04
CUST01753,3,2,2.09,3.68
CUST01754,3,1,2.06,3.49
CUST01755,0,0,2.31,3.52
CUST01756,2,1,0.66,3.54
CUST01757,3,2,1.24,3.86
CUST01758,7,1,1.76,3.2
CUST01759,2,1,1.5,4.43
CUST01760,1,1,2.25,3.4
CUST01761,2,1,1.93,3.16
CUST01762,1,1,1.64,3.78
CUST01763,0,0,3.24,3.24
CUST01764,1,0,2.9,3.98
CUST01765,1,0,2.69,3.69
CUST01766,0,0,3.35,4.29
CUST01767,0,0,3.81,3.91
CUST01768,3,1,2.5,4.07
CUST01769,0,0,0.76,3.49
CUST01770,1,1,2.35,4.12
CUST01771,1,1,3.05,3.86
CUST01772,3,1,1.83,3.67
CUST01773,1,1,1.72,4.83
CUST01774,1,0,2.22,3.44
CUST01775,2,0,4.83,3.75
CUST01776,0,0,2.4,2.83
CUST01777,1,0,1.37,3.56
CUST01778,2,0,2.94,4.48
CUST01779,0,0,2.7,4.26
CUST01780,5,1,3.6,3.64
CUST01781,0,0,0.92,4.37
CUST01782,1,0,3.45,2.76
CUST01783,1,0,3.62,3.54
CUST01784,3,2,3.52,4.12
CUST01785,1,1,3.9,2.65
CUST01786,3,2,2.6,3.82
CUST01787,3,2,2.16,4.17
CUST01788,1,0,1.58,3.94
CUST01789,1,1,2.76,4.25
CUST01790,0,0,4.23,4.41
CUST01791,3,0,1.77,3.57
CUST01792,2,1,3.41,4.03
CUST01793,1,0,3.68,4.34
CUST01794,0,0,2.39,4.54
CUST01795,3,1,2.17,3.66
CUST01796,3,1,1.98,3.5
CUST01797,2,0,2.49,4.32
CUST01798,2,1,1.29,3.25
CUST01799,3,1,0.9,3.05
CUST01800,0,0,1.88,4.53
CUST01801,3,1,2.91,2.89
CUST01802,1,1,3.63,3.56
CUST01803,2,1,2.12,3.53
CUST01804,2,2,1.33,3.38
CUST01805,3,1,2.03,4.19
CUST01806,4,3,3.77,4.11
CUST01807,0,0,3.51,2.71
CUST01808,0,0,2.49,2.78
CUST01809,1,0,2.22,3.69
CUST01810,1,0,1.17,4.57
CUST01811,0,0,2.67,4.47
CUST01812,1,0,3.02,4.01
CUST01813,0,0,3.21,4.13
CUST01814,1,0,2.75,3.85
CUST01815,1,0,4.06,3.97
CUST01816,0,0,4.51,3.45
CUST01817,1,1,2.22,3.68
CUST01818,2,1,2.48,3.4
CUST01819,0,0,1.94,4.45
CUST01820,0,0,2.48,4.0
CUST01821,3,1,1.98,3.79
CUST01822,4,2,1.76,3.41
CUST01823,2,1,1.4,4.36
CUST01824,1,0,1.86,4.72
CUST01825,1,1,1.2,4.21
CUST01826,0,0,2.89,3.89
CUST01827,0,0,2.87,3.93
CUST01828,0,0,3.14,4.54
CUST01829,1,0,3.43,4.02
CUST01830,2,1,2.47,4.31
CUST01831,2,1,1.13,4.45
CUST01832,1,1,2.62,4.35
CUST01833,1,1,3.85,3.92
CUST01834,4,3,3.41,3.63
CUST01835,1,1,3.32,2.5
CUST01836,0,0,3.25,4.27
CUST01837,3,2,2.33,3.36
CUST01838,1,0,1.98,4.11
CUST01839,0,0,2.7,3.99
CUST01840,2,1,3.03,4.07
CUST01841,2,1,2.49,3.7
CUST01842,2,2,3.13,3.71
CUST01843,0,0,1.57,4.22
CUST01844,1,0,2.29,2.9
CUST01845,2,1,1.26,3.32
CUST01846,0,0,0.5,3.99
CUST01847,2,0,3.05,4.08
CUST01848,0,0,2.37,3.64
CUST01849,0,0,3.0,4.26
CUST01850,0,0,3.75,3.03
CUST01851,0,0,2.35,4.17
CUST01852,4,1,1.1,3.0
CUST01853,2,1,3.94,3.48
CUST01854,2,1,3.4,3.88
CUST01855,0,0,2.7,5.0
CUST01856,2,0,1.15,3.8
CUST01857,2,2,3.22,4.04
CUST01858,1,0,3.76,3.15
CUST01859,2,1,3.51,3.46
CUST01860,1,1,1.02,3.92
CUST01861,3,1,4.67,3.53
CUST01862,3,1,1.96,4.01
CUST01863,3,1,3.18,3.72
CUST01864,0,0,2.02,3.74
CUST01865,3,1,3.78,3.3
CUST01866,2,2,2.93,2.12
CUST01867,0,0,1.63,4.21
CUST01868,1,0,1.43,3.58
CUST01869,1,0,2.89,4.55
CUST01870,2,1,1.32,3.53
CUST01871,2,2,2.11,3.85
CUST01872,1,1,2.38,3.73
CUST01873,0,0,0.54,3.69
CUST01874,2,2,2.45,3.39
CUST01875,0,0,4.35,3.07
CUST01876,2,2,3.61,3.77
CUST01877,1,1,4.87,3.81
CUST01878,0,0,1.03,3.83
CUST01879,0,0,4.13,4.55
CUST01880,5,2,3.26,3.39
CUST01881,1,1,2.6,4.2
CUST01882,2,0,2.44,3.67
CUST01883,1,1,2.49,3.98
CUST01884,1,1,0.75,3.91
CUST01885,1,0,3.62,3.97
CUST01886,3,1,1.85,3.76
CUST01887,0,0,2.05,4.26
CUST01888,1,1,3.03,2.86
CUST01889,2,1,2.99,4.97
CUST01890,2,1,3.14,3.68
CUST01891,2,2,0.82,3.91
CUST01892,0,0,0.5,4.14
CUST01893,2,1,1.37,4.18
CUST01894,1,0,3.55,3.63
CUST01895,2,1,3.4,3.55
CUST01896,0,0,2.34,4.05
CUST01897,1,0,2.49,3.62
CUST01898,1,0,1.71,4.1
CUST01899,1,0,2.51,4.57
CUST01900,1,0,1.48,3.48
CUST01901,0,0,0.56,4.45
CUST01902,1,0,1.89,3.78
CUST01903,2,0,4.37,3.38
CUST01904,1,1,2.67,3.75
CUST01905,0,0,2.5,4.6
CUST01906,2,0,1.46,3.07
CUST01907,2,2,4.22,2.59
CUST01908,1,1,2.72,4.3
CUST01909,2,2,2.73,3.82
CUST01910,2,2,4.61,2.57
CUST01911,4,1,1.56,3.45
CUST01912,2,0,2.12,3.95
CUST01913,2,2,4.13,3.37
CUST01914,1,0,1.59,3.57
CUST01915,0,0,1.17,4.75
CUST01916,2,1,1.68,4.07
CUST01917,0,0,2.15,3.75
CUST01918,1,0,3.33,4.01
CUST01919,3,1,1.53,3.84
CUST01920,3,0,3.2,3.0
CUST01921,1,1,2.47,4.53
CUST01922,2,0,2.77,3.58
CUST01923,2,0,4.38,3.56
CUST01924,3,1,1.74,4.34
CUST01925,1,0,1.43,3.9
CUST01926,2,0,2.17,3.02
CUST01927,0,0,1.69,4.41
CUST01928,3,2,3.23,4.61
CUST01929,0,0,1.94,4.19
CUST01930,2,1,3.16,4.04
CUST01931,1,0,3.57,3.52
CUST01932,0,0,2.35,4.18
CUST01933,3,1,2.51,4.04
CUST01934,0,0,3.74,3.41
CUST01935,4,3,2.06,3.24
CUST01936,1,1,2.48,3.3
CUST01937,2,2,1.99,3.68
CUST01938,1,1,3.97,3.34
CUST01939,2,2,1.92,3.1
CUST01940,2,2,1.34,2.89
CUST01941,0,0,4.08,4.03
CUST01942,5,1,2.4,2.53
CUST01943,4,0,2.28,3.7
CUST01944,2,1,2.77,3.46
CUST01945,1,0,2.56,3.82
CUST01946,1,1,2.3,4.36
CUST01947,3,0,2.58,4.48
CUST01948,2,0,2.52,3.49
CUST01949,2,1,4.2,4.11
CUST01950,4,0,1.95,4.49
CUST01951,3,3,3.48,3.91
CUST01952,0,0,1.16,4.79
CUST01953,0,0,1.83,5.0
CUST01954,0,0,2.88,3.72
CUST01955,2,1,1.88,4.15
CUST01956,3,2,1.48,3.09
CUST01957,1,0,1.96,4.45
CUST01958,0,0,2.27,3.64
CUST01959,1,1,1.95,3.44
CUST01960,1,1,2.06,3.15
CUST01961,1,0,0.71,4.56
CUST01962,1,1,3.07,3.52
CUST01963,1,0,2.0,4.01
CUST01964,2,0,1.79,4.81
CUST01965,2,1,2.6,3.43
CUST01966,3,0,1.76,4.57
CUST01967,1,0,2.33,2.84
CUST01968,1,0,0.5,3.72
CUST01969,0,0,0.93,4.48
CUST01970,1,0,1.94,4.88
CUST01971,0,0,3.33,3.26
CUST01972,2,0,1.54,3.94
CUST01973,1,1,2.53,3.5
CUST01974,3,2,4.66,3.47
CUST01975,3,1,0.82,3.78
CUST01976,0,0,3.29,3.13
CUST01977,1,0,2.05,3.89
CUST01978,1,0,2.61,4.65
CUST01979,0,0,3.28,3.92
CUST01980,2,1,2.93,4.17
CUST01981,1,0,1.96,3.51
CUST01982,0,0,3.76,4.88
CUST01983,1,1,2.61,3.81
CUST01984,2,1,2.31,3.51
CUST01985,1,1,4.01,2.87
CUST01986,0,0,3.2,4.06
CUST01987,1,1,1.99,3.06
CUST01988,2,0,3.27,3.64
CUST01989,1,1,3.41,2.98
CUST01990,3,1,1.89,2.66
CUST01991,1,1,3.38,3.81
CUST01992,2,2,2.08,3.61
CUST01993,1,0,3.86,4.58
CUST01994,4,0,2.76,3.79
CUST01995,0,0,2.57,4.75
CUST01996,2,1,2.99,4.46
CUST01997,2,0,1.44,4.01
CUST01998,1,0,2.81,4.58
CUST01999,1,1,1.19,3.74
CUST02000,1,0,2.11,4.06
CUST02001,1,0,2.23,3.98
CUST02002,1,1,2.87,3.56
CUST02003,1,0,1.38,4.09
CUST02004,4,0,3.86,4.25
CUST02005,3,1,1.46,3.44
CUST02006,0,0,2.99,3.51
CUST02007,2,1,3.91,3.24
CUST02008,2,0,2.74,3.96
CUST02009,3,1,2.95,3.94
CUST02010,1,0,1.84,4.54
CUST02011,3,2,1.29,3.85
CUST02012,1,0,3.31,4.06
CUST02013,1,0,3.42,3.86
CUST02014,3,1,2.16,3.65
CUST02015,0,0,2.89,3.29
CUST02016,1,0,2.67,4.07
CUST02017,0,0,3.23,3.95
CUST02018,2,2,2.66,3.37
CUST02019,5,2,2.59,2.31
CUST02020,0,0,2.44,4.37
CUST02021,0,0,0.5,3.85
CUST02022,1,0,2.68,3.6
CUST02023,0,0,1.88,4.04
CUST02024,2,1,2.33,3.59
CUST02025,0,0,3.41,4.58
CUST02026,4,3,3.05,2.69
CUST02027,1,1,0.5,3.67
CUST02028,2,2,3.75,3.58
CUST02029,1,0,2.06,3.89
CUST02030,3,1,1.37,3.69
CUST02031,2,1,4.58,5.0
CUST02032,1,1,3.59,3.76
CUST02033,1,1,2.22,4.59
CUST02034,1,0,0.87,3.96
CUST02035,0,0,1.83,4.37
CUST02036,1,1,2.77,3.8
CUST02037,0,0,3.7,3.13
CUST02038,4,1,2.92,3.61
CUST02039,0,0,2.38,4.58
CUST02040,2,0,2.85,4.09
CUST02041,2,1,2.43,3.18
CUST02042,4,2,2.98,2.47
CUST02043,1,0,1.78,4.37
CUST02044,2,2,2.5,2.81
CUST02045,6,3,1.0,3.1
CUST02046,1,0,1.15,3.81
CUST02047,3,0,2.93,3.47
CUST02048,3,0,1.38,4.07
CUST02049,2,0,2.79,3.6
CUST02050,0,0,3.01,3.72
CUST02051,2,2,1.04,3.61
CUST02052,3,1,3.9,4.0
CUST02053,1,1,4.68,4.82
CUST02054,2,1,3.05,3.65
CUST02055,2,1,3.16,3.98
CUST02056,0,0,1.31,3.87
CUST02057,1,1,1.09,2.9
CUST02058,2,0,2.84,3.99
CUST02059,1,1,2.25,3.64
CUST02060,1,0,3.88,3.83
CUST02061,2,1,2.84,3.81
CUST02062,2,0,1.81,3.25
CUST02063,0,0,3.54,4.0
CUST02064,1,1,2.81,3.55
CUST02065,2,1,2.36,3.77
CUST02066,1,0,1.22,4.2
CUST02067,3,2,3.42,3.67
CUST02068,0,0,2.6,4.27
CUST02069,3,0,0.83,3.96
CUST02070,4,2,1.62,4.56
CUST02071,0,0,3.37,3.92
CUST02072,1,1,2.98,3.82
CUST02073,0,0,1.21,3.78
CUST02074,1,0,4.44,3.73
CUST02075,3,0,0.58,3.96
CUST02076,4,3,1.98,3.01
CUST02077,2,1,2.53,3.64
CUST02078,1,0,0.84,3.79
CUST02079,1,0,1.79,4.43
CUST02080,2,0,2.37,4.62
CUST02081,0,0,4.22,5.0
CUST02082,0,0,2.35,3.31
CUST02083,1,0,3.39,4.51
CUST02084,4,2,0.5,4.06
CUST02085,2,0,1.79,3.89
CUST02086,1,1,2.53,3.25
CUST02087,2,2,1.85,3.86
CUST02088,1,0,2.93,4.71
CUST02089,2,2,3.1,3.16
CUST02090,3,2,1.46,3.47
CUST02091,1,1,1.71,4.21
CUST02092,1,0,3.25,4.76
CUST02093,3,1,3.07,4.2
CUST02094,0,0,1.54,4.5
CUST02095,0,0,1.25,4.09
CUST02096,1,0,1.63,3.65
CUST02097,2,2,3.11,3.27
CUST02098,1,0,3.19,4.01
CUST02099,0,0,5.24,4.52
CUST02100,1,0,0.5,4.61
CUST02101,0,0,2.83,3.86
CUST02102,3,1,0.5,4.43
CUST02103,1,0,2.87,4.44
CUST02104,2,2,1.97,3.39
CUST02105,1,0,1.01,4.26
CUST02106,1,1,2.69,4.13
CUST02107,1,0,1.44,4.09
CUST02108,1,0,2.92,3.04
CUST02109,0,0,1.31,3.88
CUST02110,2,0,3.26,4.36
CUST02111,0,0,2.13,3.92
CUST02112,1,0,2.56,4.13
CUST02113,1,0,2.88,4.28
CUST02114,0,0,2.11,4.22
CUST02115,2,2,0.5,3.24
CUST02116,1,0,2.99,3.58
CUST02117,1,1,1.16,4.33
CUST02118,0,0,3.81,4.36
CUST02119,1,1,3.41,3.62
CUST02120,1,1,1.39,3.04
CUST02121,1,0,1.88,3.48
CUST02122,2,0,3.25,3.98
CUST02123,1,0,2.49,3.41
CUST02124,3,1,1.57,4.75
CUST02125,1,0,2.75,4.29
CUST02126,4,1,1.14,4.35
CUST02127,1,0,3.02,3.42
CUST02128,2,1,3.37,2.95
CUST02129,2,0,3.62,3.93
CUST02130,2,0,1.8,4.72
CUST02131,0,0,1.78,3.9
CUST02132,1,1,2.08,3.43
CUST02133,2,2,2.64,3.47
CUST02134,4,2,2.13,3.81
CUST02135,0,0,3.51,4.25
CUST02136,2,2,2.07,4.48
CUST02137,3,1,1.84,4.2
CUST02138,2,2,1.81,3.75
CUST02139,1,0,1.61,4.47
CUST02140,0,0,1.75,3.66
CUST02141,0,0,1.6,3.2
CUST02142,2,1,0.5,4.12
CUST02143,0,0,2.8,3.68
CUST02144,2,2,1.49,3.08
CUST02145,1,0,4.05,4.08
CUST02146,1,1,1.85,3.83
CUST02147,2,0,2.96,3.96
CUST02148,0,0,2.65,4.1
CUST02149,2,0,2.22,3.21
CUST02150,3,2,1.53,3.48
CUST02151,0,0,2.34,4.01
CUST02152,4,3,2.28,3.17
CUST02153,0,0,3.3,3.29
CUST02154,1,0,3.56,4.49
CUST02155,1,0,2.48,3.57
CUST02156,1,0,3.09,3.9
CUST02157,1,0,3.37,2.84
CUST02158,0,0,0.98,3.52
CUST02159,1,1,2.7,3.87
CUST02160,2,0,2.23,4.05
CUST02161,1,1,2.01,3.03
CUST02162,0,0,0.77,3.64
CUST02163,1,1,2.32,4.13
CUST02164,0,0,4.42,4.15
CUST02165,3,1,2.19,3.91
CUST02166,4,1,2.52,3.31
CUST02167,0,0,3.77,3.88
CUST02168,2,2,1.45,2.3
CUST02169,6,4,1.79,3.76
CUST02170,2,1,4.45,4.17
CUST02171,3,2,2.27,3.56
CUST02172,1,1,0.86,4.11
CUST02173,1,0,3.12,4.94
CUST02174,1,0,2.4,4.12
CUST02175,3,2,3.95,4.38
CUST02176,1,0,1.57,3.97
CUST02177,3,2,2.47,3.73
CUST02178,1,1,2.47,3.12
CUST02179,0,0,0.7,4.21
CUST02180,2,1,2.72,3.86
CUST02181,0,0,0.94,4.13
CUST02182,1,0,2.03,3.7
CUST02183,2,2,3.6,4.08
CUST02184,2,1,2.33,4.05
CUST02185,1,1,3.79,3.1
CUST02186,2,0,2.82,3.68
CUST02187,6,2,1.64,3.4
CUST02188,0,0,1.91,4.02
CUST02189,3,1,2.53,4.5
CUST02190,1,1,2.93,2.97
CUST02191,1,0,2.64,4.53
CUST02192,0,0,3.19,3.75
CUST02193,0,0,1.62,4.03
CUST02194,0,0,2.62,5.0
CUST02195,1,0,2.74,3.39
CUST02196,2,0,1.59,4.21
CUST02197,1,1,2.53,3.99
CUST02198,2,1,1.54,3.75
CUST02199,0,0,3.6,4.52
CUST02200,2,0,3.13,4.19
CUST02201,1,1,2.86,4.29
CUST02202,3,2,1.93,3.5
CUST02203,0,0,2.33,4.35
CUST02204,2,0,1.22,4.02
CUST02205,4,3,1.49,3.62
CUST02206,3,0,3.06,3.92
CUST02207,1,1,3.36,3.15
CUST02208,0,0,2.8,4.4
CUST02209,1,1,2.73,4.08
CUST02210,1,0,4.08,3.21
CUST02211,2,1,2.02,3.95
CUST02212,1,1,0.97,4.11
CUST02213,3,2,2.2,4.34
CUST02214,2,1,3.23,3.6
CUST02215,2,0,1.48,4.82
CUST02216,2,1,3.35,3.2
CUST02217,2,0,2.12,3.8
CUST02218,3,2,2.95,3.05
CUST02219,2,0,1.71,3.87
CUST02220,1,0,2.04,5.0
CUST02221,0,0,1.68,3.84
CUST02222,2,1,4.9,3.05
CUST02223,5,4,2.3,3.62
CUST02224,1,1,2.34,4.94
CUST02225,2,1,3.07,3.59
CUST02226,1,1,2.29,3.21
CUST02227,1,0,1.41,3.37
CUST02228,0,0,2.47,4.43
CUST02229,2,0,2.03,3.21
CUST02230,1,1,2.79,4.09
CUST02231,1,1,2.43,4.0
CUST02232,0,0,1.67,4.0
CUST02233,0,0,3.37,4.06
CUST02234,2,1,3.42,4.12
CUST02235,1,1,3.33,3.11
CUST02236,4,2,1.22,3.62
CUST02237,1,0,2.19,3.43
CUST02238,3,1,1.75,4.68
CUST02239,0,0,2.52,4.15
CUST02240,5,1,2.32,3.46
CUST02241,1,1,4.02,4.22
CUST02242,1,1,2.69,3.98
CUST02243,0,0,3.07,5.0
CUST02244,2,0,3.62,3.26
CUST02245,3,2,2.2,2.73
CUST02246,2,0,1.46,4.34
CUST02247,0,0,2.55,3.58
CUST02248,2,2,2.16,3.55
CUST02249,0,0,2.9,4.93
CUST02250,1,0,1.8,3.76
CUST02251,0,0,0.5,3.14
CUST02252,2,1,1.33,4.31
CUST02253,2,2,3.9,4.54
CUST02254,3,1,2.1,3.79
CUST02255,1,1,2.96,3.57
CUST02256,3,2,4.11,4.07
CUST02257,3,3,2.18,3.34
CUST02258,1,0,1.34,3.76
CUST02259,5,3,3.41,3.89
CUST02260,1,1,2.74,3.5
CUST02261,2,2,2.28,3.11
CUST02262,3,2,2.6,3.52
CUST02263,5,2,3.42,3.66
CUST02264,0,0,0.52,3.8
CUST02265,2,1,2.1,3.58
CUST02266,0,0,3.22,4.2
CUST02267,1,1,1.77,3.09
CUST02268,2,1,3.49,2.82
CUST02269,1,0,3.67,4.23
CUST02270,2,1,1.41,3.37
CUST02271,1,1,3.76,3.61
CUST02272,1,1,2.94,3.6
CUST02273,2,1,1.06,3.8
CUST02274,2,1,1.1,4.0
CUST02275,3,2,2.37,3.66
CUST02276,4,2,3.99,3.11
CUST02277,1,0,2.95,5.0
CUST02278,2,1,1.77,3.93
CUST02279,3,2,0.8,3.28
CUST02280,2,0,1.51,3.73
CUST02281,0,0,2.37,3.99
CUST02282,1,0,1.71,4.12
CUST02283,3,1,2.58,4.79
CUST02284,2,0,0.5,4.05
CUST02285,0,0,2.4,4.22
CUST02286,0,0,2.49,4.25
CUST02287,0,0,1.35,3.1
CUST02288,1,1,2.13,3.44
CUST02289,3,0,0.98,3.6
CUST02290,3,2,3.33,3.35
CUST02291,2,2,2.19,3.33
CUST02292,0,0,4.43,3.94
CUST02293,0,0,2.5,3.93
CUST02294,2,1,2.07,4.07
CUST02295,2,1,4.57,3.73
CUST02296,0,0,2.04,3.49
CUST02297,2,2,1.38,3.66
CUST02298,0,0,0.57,2.92
CUST02299,0,0,3.48,3.96
CUST02300,2,1,2.58,3.31
CUST02301,1,1,2.29,4.42
CUST02302,1,1,4.82,3.78
CUST02303,0,0,2.57,3.54
CUST02304,2,1,2.99,4.61
CUST02305,1,1,0.92,4.23
CUST02306,1,0,1.64,3.49
CUST02307,2,0,2.49,3.93
CUST02308,0,0,2.02,4.87
CUST02309,0,0,2.87,4.64
CUST02310,3,0,1.94,2.87
CUST02311,1,0,3.72,4.12
CUST02312,3,2,1.7,3.6
CUST02313,2,2,3.37,2.73
CUST02314,3,2,2.88,3.82
CUST02315,0,0,1.77,4.61
CUST02316,1,0,4.6,4.26
CUST02317,2,0,1.66,3.3
CUST02318,2,0,2.35,3.75
CUST02319,2,1,3.38,3.48
CUST02320,2,1,2.5,4.03
CUST02321,0,0,4.64,4.42
CUST02322,2,1,1.48,2.71
CUST02323,3,2,0.96,3.64
